Year,State,County,County Code,State Code,RUCC,FIPS,Pollutant concentration (PPM),State Name Code,County Full Name,Population,Pollutant,Max AQI
2021,California,Imperial,025,06,3.0,06025,20.26813655761024,CA,Imperial County,179138,NO2,442.0
2021,California,Kern,029,06,2.0,06029,24.025697674418602,CA,Kern County,912709,NO2,316.0
2021,California,Los Angeles,037,06,1.0,06037,25.729291674063553,CA,Los Angeles County,9809462,NO2,281.0
2021,California,Madera,039,06,1.0,06039,11.916759776536312,CA,Madera County,158966,NO2,194.0
2021,Pennsylvania,Adams,001,42,3.0,42001,4.094462540716612,PA,Adams County,105686,NO2,129.0
2021,Pennsylvania,Allegheny,003,42,1.0,42003,15.850071530758227,PA,Allegheny County,1245220,NO2,153.0
2021,Pennsylvania,Cambria,021,42,3.0,42021,13.1875,PA,Cambria County,132237,NO2,130.0
2021,Pennsylvania,Lackawanna,069,42,2.0,42069,24.797101449275363,PA,Lackawanna County,216043,NO2,137.0
2021,Pennsylvania,Philadelphia,101,42,1.0,42101,24.003075489282384,PA,Philadelphia County,1589623,NO2,152.0
2021,Pennsylvania,York,133,42,2.0,42133,19.30952380952381,PA,York County,459183,NO2,148.0
2021,Texas,Bexar,029,48,1.0,48029,10.794186046511628,TX,Bexar County,2030981,NO2,147.0
2021,Texas,Dallas,113,48,1.0,48113,17.879453189726593,TX,Dallas County,2588235,NO2,174.0
2021,Texas,El Paso,141,48,2.0,48141,30.564742785445418,TX,El Paso County,867499,NO2,150.0
2021,Texas,Harris,201,48,1.0,48201,18.639618303058175,TX,Harris County,4735517,NO2,179.0
2021,Texas,Harrison,203,48,2.0,48203,5.9025352112676055,TX,Harrison County,69527,NO2,158.0
2021,Texas,Jefferson,245,48,2.0,48245,9.715456674473067,TX,Jefferson County,253727,NO2,115.0
2021,Texas,Tarrant,439,48,1.0,48439,17.81577164973391,TX,Tarrant County,2129695,NO2,209.0
2021,Texas,Travis,453,48,1.0,48453,16.23140028288543,TX,Travis County,1308868,NO2,101.0
2022,California,Alameda,001,06,1.0,06001,19.507897664071187,CA,Alameda County,1628259,NO2,122.0
2022,California,Butte,007,06,3.0,06007,11.768,CA,Butte County,207369,NO2,119.0
2022,California,Contra Costa,013,06,1.0,06013,12.343021582733812,CA,Contra Costa County,1157019,NO2,129.0
2022,California,Fresno,019,06,1.0,06019,19.959630856601986,CA,Fresno County,1015359,NO2,159.0
2022,California,Humboldt,023,06,5.0,06023,5.170030581039755,CA,Humboldt County,134944,NO2,70.0
2022,California,Imperial,025,06,3.0,06025,21.49462989840348,CA,Imperial County,178940,NO2,762.0
2022,California,Kern,029,06,2.0,06029,24.12186459489456,CA,Kern County,916751,NO2,289.0
2022,California,Los Angeles,037,06,1.0,06037,25.870868504970925,CA,Los Angeles County,9719765,NO2,209.0
2022,California,Madera,039,06,1.0,06039,12.461944444444445,CA,Madera County,160329,NO2,136.0
2022,Pennsylvania,Adams,001,42,3.0,42001,5.046067415730337,PA,Adams County,105959,NO2,97.0
2022,Pennsylvania,Allegheny,003,42,1.0,42003,15.158031674208146,PA,Allegheny County,1232605,NO2,151.0
2022,Pennsylvania,Cambria,021,42,3.0,42021,13.659604519774012,PA,Cambria County,131429,NO2,119.0
2022,Pennsylvania,Lackawanna,069,42,2.0,42069,25.215819209039548,PA,Lackawanna County,215750,NO2,71.0
2022,Pennsylvania,Philadelphia,101,42,1.0,42101,24.32075471698113,PA,Philadelphia County,1566836,NO2,113.0
2022,Pennsylvania,York,133,42,2.0,42133,19.30819209039548,PA,York County,461049,NO2,105.0
2022,Texas,Bexar,029,48,1.0,48029,11.61350507416081,TX,Bexar County,2060191,NO2,194.0
2022,Texas,Dallas,113,48,1.0,48113,18.67133443163097,TX,Dallas County,2601993,NO2,148.0
2022,Texas,El Paso,141,48,2.0,48141,29.809365558912386,TX,El Paso County,867239,NO2,163.0
2022,Texas,Harris,201,48,1.0,48201,19.77145317545748,TX,Harris County,4781337,NO2,179.0
2022,Texas,Harrison,203,48,2.0,48203,6.8575949367088604,TX,Harrison County,70038,NO2,173.0
2022,Texas,Jefferson,245,48,2.0,48245,11.143055555555556,TX,Jefferson County,251601,NO2,129.0
2022,Texas,Tarrant,439,48,1.0,48439,18.523655913978494,TX,Tarrant County,2155646,NO2,172.0
2022,Texas,Travis,453,48,1.0,48453,16.470209059233447,TX,Travis County,1327550,NO2,129.0
2023,California,Alameda,001,06,1.0,06001,17.00995219469796,CA,Alameda County,1622188,NO2,104.0
2023,California,Butte,007,06,3.0,06007,11.654407294832827,CA,Butte County,207172,NO2,87.0
2023,California,Contra Costa,013,06,1.0,06013,10.256402877697841,CA,Contra Costa County,1155025,NO2,87.0
2023,California,Fresno,019,06,1.0,06019,17.91797806390081,CA,Fresno County,1017162,NO2,151.0
2023,California,Humboldt,023,06,5.0,06023,4.522287390029326,CA,Humboldt County,133985,NO2,274.0
2023,California,Imperial,025,06,3.0,06025,20.240529247910864,CA,Imperial County,179057,NO2,505.0
2023,California,Kern,029,06,2.0,06029,21.416769144773617,CA,Kern County,913820,NO2,111.0
2023,California,Los Angeles,037,06,1.0,06037,22.78451536643026,CA,Los Angeles County,9663345,NO2,192.0
2023,California,Madera,039,06,1.0,06039,10.910584958217271,CA,Madera County,162858,NO2,216.0
2023,Pennsylvania,Adams,001,42,3.0,42001,4.461690140845071,PA,Adams County,106748,NO2,216.0
2023,Pennsylvania,Allegheny,003,42,1.0,42003,15.873087557603686,PA,Allegheny County,1224825,NO2,212.0
2023,Pennsylvania,Cambria,021,42,3.0,42021,12.730337078651685,PA,Cambria County,130668,NO2,187.0
2023,Pennsylvania,Lackawanna,069,42,2.0,42069,24.376190476190473,PA,Lackawanna County,216123,NO2,268.0
2023,Pennsylvania,Philadelphia,101,42,1.0,42101,24.579564806054872,PA,Philadelphia County,1550542,NO2,290.0
2023,Pennsylvania,York,133,42,2.0,42133,19.519648093841642,PA,York County,464640,NO2,231.0
2023,Texas,Bexar,029,48,1.0,48029,11.859278350515464,TX,Bexar County,2087679,NO2,279.0
2023,Texas,Dallas,113,48,1.0,48113,18.306280587275694,TX,Dallas County,2606358,NO2,172.0
2023,Texas,El Paso,141,48,2.0,48141,33.21738437001595,TX,El Paso County,869880,NO2,154.0
2023,Texas,Harris,201,48,1.0,48201,19.87638768430182,TX,Harris County,4835125,NO2,205.0
2023,Texas,Harrison,203,48,2.0,48203,6.487577639751553,TX,Harrison County,70895,NO2,111.0
2023,Texas,Jefferson,245,48,2.0,48245,11.353240279162511,TX,Jefferson County,251496,NO2,122.0
2023,Texas,Tarrant,439,48,1.0,48439,18.787560270009642,TX,Tarrant County,2182947,NO2,143.0
2023,Texas,Travis,453,48,1.0,48453,17.71965517241379,TX,Travis County,1334961,NO2,122.0
2018,California,Alameda,001,06,1.0,06001,12.913035019455254,CA,Alameda County,1666596,PM2.5,150.0
2018,California,Butte,007,06,3.0,06007,14.488928317955999,CA,Butte County,230330,PM2.5,150.0
2018,California,Contra Costa,013,06,1.0,06013,13.12025495750708,CA,Contra Costa County,1150840,PM2.5,150.0
2018,California,Fresno,019,06,1.0,06019,13.157697740112994,CA,Fresno County,991298,PM2.5,150.0
2018,California,Humboldt,023,06,5.0,06023,7.590645161290322,CA,Humboldt County,136502,PM2.5,150.0
2018,California,Imperial,025,06,3.0,06025,12.108333333333333,CA,Imperial County,181062,PM2.5,150.0
2018,California,Kern,029,06,2.0,06029,11.643714011516314,CA,Kern County,893618,PM2.5,150.0
2018,California,Los Angeles,037,06,1.0,06037,12.26665268456376,CA,Los Angeles County,10061533,PM2.5,150.0
2018,California,Madera,039,06,1.0,06039,14.116042780748662,CA,Madera County,156373,PM2.5,150.0
2018,Pennsylvania,Adams,001,42,3.0,42001,8.035353535353535,PA,Adams County,103035,PM2.5,150.0
2018,Pennsylvania,Allegheny,003,42,1.0,42003,10.232767162066525,PA,Allegheny County,1217508,PM2.5,150.0
2018,Pennsylvania,Cambria,021,42,3.0,42021,8.441040462427745,PA,Cambria County,131478,PM2.5,150.0
2018,Pennsylvania,Lackawanna,069,42,2.0,42069,8.286842105263156,PA,Lackawanna County,210301,PM2.5,150.0
2018,Pennsylvania,Philadelphia,101,42,1.0,42101,8.817489711934156,PA,Philadelphia County,1586422,PM2.5,150.0
2018,Pennsylvania,York,133,42,2.0,42133,9.645555555555557,PA,York County,448417,PM2.5,150.0
2018,Texas,Bexar,029,48,1.0,48029,7.998724954462659,TX,Bexar County,1981061,PM2.5,150.0
2018,Texas,Dallas,113,48,1.0,48113,9.495042321644497,TX,Dallas County,2629764,PM2.5,150.0
2018,Texas,El Paso,141,48,2.0,48141,8.704336569579288,TX,El Paso County,835590,PM2.5,150.0
2018,Texas,Harris,201,48,1.0,48201,9.143179619477587,TX,Harris County,4676913,PM2.5,150.0
2018,Texas,Harrison,203,48,2.0,48203,8.153233830845771,TX,Harrison County,66693,PM2.5,150.0
2018,Texas,Jefferson,245,48,2.0,48245,9.643296089385476,TX,Jefferson County,252655,PM2.5,150.0
2018,Texas,Tarrant,439,48,1.0,48439,8.769153225806452,TX,Tarrant County,2080998,PM2.5,150.0
2018,Texas,Travis,453,48,1.0,48453,8.554565456545655,TX,Travis County,1246693,PM2.5,150.0
2019,California,Alameda,001,06,1.0,06001,7.329480580252691,CA,Alameda County,1668412,PM2.5,150.0
2019,California,Butte,007,06,3.0,06007,6.970972886762361,CA,Butte County,218726,PM2.5,173.0
2019,California,Contra Costa,013,06,1.0,06013,7.175215782983971,CA,Contra Costa County,1152883,PM2.5,129.0
2019,California,Fresno,019,06,1.0,06019,8.502508423811307,CA,Fresno County,997847,PM2.5,187.0
2019,California,Humboldt,023,06,5.0,06023,6.7878504672897195,CA,Humboldt County,135839,PM2.5,65.0
2019,California,Imperial,025,06,3.0,06025,9.570178926441352,CA,Imperial County,180439,PM2.5,185.0
2019,California,Kern,029,06,2.0,06029,8.333493282149712,CA,Kern County,898898,PM2.5,548.0
2019,California,Los Angeles,037,06,1.0,06037,10.186762911752744,CA,Los Angeles County,10011602,PM2.5,201.0
2019,California,Madera,039,06,1.0,06039,9.612885154061626,CA,Madera County,156717,PM2.5,140.0
2019,Pennsylvania,Adams,001,42,3.0,42001,8.635114503816794,PA,Adams County,102776,PM2.5,85.0
2019,Pennsylvania,Allegheny,003,42,1.0,42003,10.682,PA,Allegheny County,1215716,PM2.5,161.0
2019,Pennsylvania,Cambria,021,42,3.0,42021,9.025586854460094,PA,Cambria County,130107,PM2.5,88.0
2019,Pennsylvania,Lackawanna,069,42,2.0,42069,6.276456310679612,PA,Lackawanna County,209808,PM2.5,80.0
2019,Pennsylvania,Philadelphia,101,42,1.0,42101,8.200228832951945,PA,Philadelphia County,1584439,PM2.5,140.0
2019,Pennsylvania,York,133,42,2.0,42133,8.629359823399557,PA,York County,449341,PM2.5,93.0
2019,Texas,Bexar,029,48,1.0,48029,9.161132922041503,TX,Bexar County,2002445,PM2.5,169.0
2019,Texas,Dallas,113,48,1.0,48113,9.10320945945946,TX,Dallas County,2635603,PM2.5,143.0
2019,Texas,El Paso,141,48,2.0,48141,8.460144451739986,TX,El Paso County,837501,PM2.5,157.0
2019,Texas,Harris,201,48,1.0,48201,8.952063066085206,TX,Harris County,4709243,PM2.5,202.0
2019,Texas,Harrison,203,48,2.0,48203,7.869402985074627,TX,Harrison County,66484,PM2.5,90.0
2019,Texas,Jefferson,245,48,2.0,48245,8.4,TX,Jefferson County,251315,PM2.5,150.0
2019,Texas,Tarrant,439,48,1.0,48439,8.783619817997979,TX,Tarrant County,2101282,PM2.5,147.0
2019,Texas,Travis,453,48,1.0,48453,8.58219557195572,TX,Travis County,1273567,PM2.5,115.0
2020,California,Alameda,001,06,1.0,06001,10.967345993515517,CA,Alameda County,1680466,PM2.5,218.0
2020,California,Butte,007,06,3.0,06007,13.476045627376426,CA,Butte County,210151,PM2.5,379.0
2020,California,Contra Costa,013,06,1.0,06013,11.085572139303482,CA,Contra Costa County,1166069,PM2.5,197.0
2020,California,Fresno,019,06,1.0,06019,16.79508970727101,CA,Fresno County,1009552,PM2.5,298.0
2020,California,Humboldt,023,06,5.0,06023,8.754716981132075,CA,Humboldt County,136262,PM2.5,109.0
2020,California,Imperial,025,06,3.0,06025,10.892923076923077,CA,Imperial County,179612,PM2.5,166.0
2020,California,Kern,029,06,2.0,06029,13.760240384615384,CA,Kern County,905910,PM2.5,267.0
2020,California,Los Angeles,037,06,1.0,06037,13.495547690014904,CA,Los Angeles County,9992813,PM2.5,235.0
2020,California,Madera,039,06,1.0,06039,17.067848101265824,CA,Madera County,156345,PM2.5,250.0
2020,New York,Erie,029,36,1.0,36029,6.4874074074074075,NY,Erie County,952342,PM2.5,155.0
2020,New York,Monroe,055,36,1.0,36055,6.088013411567477,NY,Monroe County,757551,PM2.5,80.0
2020,Pennsylvania,Adams,001,42,3.0,42001,7.342909090909091,PA,Adams County,103798,PM2.5,86.0
2020,Pennsylvania,Allegheny,003,42,1.0,42003,8.842998897464167,PA,Allegheny County,1249565,PM2.5,128.0
2020,Pennsylvania,Cambria,021,42,3.0,42021,8.049725274725274,PA,Cambria County,133211,PM2.5,89.0
2020,Pennsylvania,Lackawanna,069,42,2.0,42069,6.513025210084034,PA,Lackawanna County,215539,PM2.5,81.0
2020,Pennsylvania,Philadelphia,101,42,1.0,42101,7.497890733056709,PA,Philadelphia County,1600684,PM2.5,119.0
2020,Pennsylvania,York,133,42,2.0,42133,8.80799418604651,PA,York County,456720,PM2.5,97.0
2020,Texas,Bexar,029,48,1.0,48029,8.789470404984424,TX,Bexar County,2015501,PM2.5,158.0
2020,Texas,Dallas,113,48,1.0,48113,8.319458544839256,TX,Dallas County,2610112,PM2.5,135.0
2020,Texas,El Paso,141,48,2.0,48141,8.705886036318097,TX,El Paso County,866606,PM2.5,192.0
2020,Texas,Harris,201,48,1.0,48201,9.726361341507394,TX,Harris County,4734792,PM2.5,179.0
2020,Texas,Harrison,203,48,2.0,48203,7.814180929095355,TX,Harrison County,68801,PM2.5,100.0
2020,Texas,Jefferson,245,48,2.0,48245,8.126086956521739,TX,Jefferson County,256133,PM2.5,122.0
2020,Texas,Tarrant,439,48,1.0,48439,8.828057553956835,TX,Tarrant County,2115840,PM2.5,159.0
2020,Texas,Travis,453,48,1.0,48453,8.888783943329399,TX,Travis County,1296613,PM2.5,153.0
2021,California,Alameda,001,06,1.0,06001,8.437020863658418,CA,Alameda County,1644047,PM2.5,151.0
2021,California,Butte,007,06,3.0,06007,10.351454545454546,CA,Butte County,206336,PM2.5,233.0
2021,California,Contra Costa,013,06,1.0,06013,8.3681652490887,CA,Contra Costa County,1163941,PM2.5,150.0
2021,California,Fresno,019,06,1.0,06019,12.830191404839294,CA,Fresno County,1013103,PM2.5,278.0
2021,California,Humboldt,023,06,5.0,06023,6.920869565217391,CA,Humboldt County,134897,PM2.5,60.0
2021,California,Imperial,025,06,3.0,06025,8.843570347957641,CA,Imperial County,179138,PM2.5,442.0
2021,California,Kern,029,06,2.0,06029,12.379547395388558,CA,Kern County,912709,PM2.5,316.0
2021,California,Los Angeles,037,06,1.0,06037,12.454339143064633,CA,Los Angeles County,9809462,PM2.5,281.0
2021,California,Madera,039,06,1.0,06039,12.398879551820727,CA,Madera County,158966,PM2.5,194.0
2021,Pennsylvania,Adams,001,42,3.0,42001,9.156916426512968,PA,Adams County,105686,PM2.5,129.0
2021,Pennsylvania,Allegheny,003,42,1.0,42003,10.324599125364431,PA,Allegheny County,1245220,PM2.5,153.0
2021,Pennsylvania,Cambria,021,42,3.0,42021,9.56257142857143,PA,Cambria County,132237,PM2.5,130.0
2021,Pennsylvania,Lackawanna,069,42,2.0,42069,7.4601449275362315,PA,Lackawanna County,216043,PM2.5,137.0
2021,Pennsylvania,Philadelphia,101,42,1.0,42101,9.404932537049325,PA,Philadelphia County,1589623,PM2.5,152.0
2021,Pennsylvania,York,133,42,2.0,42133,10.304755043227665,PA,York County,459183,PM2.5,148.0
2021,Texas,Bexar,029,48,1.0,48029,8.936915561758548,TX,Bexar County,2030981,PM2.5,147.0
2021,Texas,Dallas,113,48,1.0,48113,8.346026490066226,TX,Dallas County,2588235,PM2.5,174.0
2021,Texas,El Paso,141,48,2.0,48141,9.335194805194806,TX,El Paso County,867499,PM2.5,150.0
2021,Texas,Harris,201,48,1.0,48201,9.901345816266824,TX,Harris County,4735517,PM2.5,179.0
2021,Texas,Harrison,203,48,2.0,48203,9.291315789473684,TX,Harrison County,69527,PM2.5,158.0
2021,Texas,Jefferson,245,48,2.0,48245,7.429936305732484,TX,Jefferson County,253727,PM2.5,115.0
2021,Texas,Tarrant,439,48,1.0,48439,9.03142235123367,TX,Tarrant County,2129695,PM2.5,209.0
2021,Texas,Travis,453,48,1.0,48453,8.864828897338402,TX,Travis County,1308868,PM2.5,101.0
2022,California,Alameda,001,06,1.0,06001,8.198047964305633,CA,Alameda County,1628259,PM2.5,122.0
2022,California,Butte,007,06,3.0,06007,6.188046387154326,CA,Butte County,207369,PM2.5,119.0
2022,California,Contra Costa,013,06,1.0,06013,8.250305997552019,CA,Contra Costa County,1157019,PM2.5,129.0
2022,California,Fresno,019,06,1.0,06019,10.188663527707353,CA,Fresno County,1015359,PM2.5,159.0
2022,California,Humboldt,023,06,5.0,06023,6.757758620689655,CA,Humboldt County,134944,PM2.5,70.0
2022,California,Imperial,025,06,3.0,06025,9.552307692307693,CA,Imperial County,178940,PM2.5,762.0
2022,California,Kern,029,06,2.0,06029,9.882254607801114,CA,Kern County,916751,PM2.5,289.0
2022,California,Los Angeles,037,06,1.0,06037,10.971637080867849,CA,Los Angeles County,9719765,PM2.5,209.0
2022,California,Madera,039,06,1.0,06039,10.386388888888888,CA,Madera County,160329,PM2.5,136.0
2022,Pennsylvania,Adams,001,42,3.0,42001,8.005479452054795,PA,Adams County,105959,PM2.5,97.0
2022,Pennsylvania,Allegheny,003,42,1.0,42003,8.97345238095238,PA,Allegheny County,1232605,PM2.5,151.0
2022,Pennsylvania,Cambria,021,42,3.0,42021,9.50933147632312,PA,Cambria County,131429,PM2.5,119.0
2022,Pennsylvania,Lackawanna,069,42,2.0,42069,7.199285714285714,PA,Lackawanna County,215750,PM2.5,71.0
2022,Pennsylvania,Philadelphia,101,42,1.0,42101,8.222641129032258,PA,Philadelphia County,1566836,PM2.5,113.0
2022,Pennsylvania,York,133,42,2.0,42133,8.44112676056338,PA,York County,461049,PM2.5,105.0
2022,Texas,Bexar,029,48,1.0,48029,8.972931276297334,TX,Bexar County,2060191,PM2.5,194.0
2022,Texas,Dallas,113,48,1.0,48113,9.133928571428571,TX,Dallas County,2601993,PM2.5,148.0
2022,Texas,El Paso,141,48,2.0,48141,9.37390180878553,TX,El Paso County,867239,PM2.5,163.0
2022,Texas,Harris,201,48,1.0,48201,9.97072924552107,TX,Harris County,4781337,PM2.5,179.0
2022,Texas,Harrison,203,48,2.0,48203,9.94775641025641,TX,Harrison County,70038,PM2.5,173.0
2022,Texas,Jefferson,245,48,2.0,48245,8.236007640878702,TX,Jefferson County,251601,PM2.5,129.0
2022,Texas,Tarrant,439,48,1.0,48439,8.80228734810579,TX,Tarrant County,2155646,PM2.5,172.0
2022,Texas,Travis,453,48,1.0,48453,8.676617375231054,TX,Travis County,1327550,PM2.5,129.0
2023,California,Alameda,001,06,1.0,06001,7.006504065040651,CA,Alameda County,1622188,PM2.5,104.0
2023,California,Butte,007,06,3.0,06007,7.604283216783216,CA,Butte County,207172,PM2.5,87.0
2023,California,Contra Costa,013,06,1.0,06013,7.779856972586413,CA,Contra Costa County,1155025,PM2.5,87.0
2023,California,Fresno,019,06,1.0,06019,8.944411872480762,CA,Fresno County,1017162,PM2.5,151.0
2023,California,Humboldt,023,06,5.0,06023,11.66902985074627,CA,Humboldt County,133985,PM2.5,274.0
2023,California,Imperial,025,06,3.0,06025,8.818009478672986,CA,Imperial County,179057,PM2.5,505.0
2023,California,Kern,029,06,2.0,06029,8.689150943396227,CA,Kern County,913820,PM2.5,111.0
2023,California,Los Angeles,037,06,1.0,06037,10.078864809081526,CA,Los Angeles County,9663345,PM2.5,192.0
2023,California,Madera,039,06,1.0,06039,9.941274238227148,CA,Madera County,162858,PM2.5,216.0
2023,Pennsylvania,Adams,001,42,3.0,42001,11.425457875457877,PA,Adams County,106748,PM2.5,216.0
2023,Pennsylvania,Allegheny,003,42,1.0,42003,10.879970363052605,PA,Allegheny County,1224825,PM2.5,212.0
2023,Pennsylvania,Cambria,021,42,3.0,42021,9.494350282485875,PA,Cambria County,130668,PM2.5,187.0
2023,Pennsylvania,Lackawanna,069,42,2.0,42069,10.184375000000001,PA,Lackawanna County,216123,PM2.5,268.0
2023,Pennsylvania,Philadelphia,101,42,1.0,42101,12.197723745473358,PA,Philadelphia County,1550542,PM2.5,290.0
2023,Pennsylvania,York,133,42,2.0,42133,11.435984095427436,PA,York County,464640,PM2.5,231.0
2023,Texas,Bexar,029,48,1.0,48029,8.998339100346021,TX,Bexar County,2087679,PM2.5,279.0
2023,Texas,Dallas,113,48,1.0,48113,10.12852969814995,TX,Dallas County,2606358,PM2.5,172.0
2023,Texas,El Paso,141,48,2.0,48141,10.251533219761498,TX,El Paso County,869880,PM2.5,154.0
2023,Texas,Harris,201,48,1.0,48201,10.811313179026925,TX,Harris County,4835125,PM2.5,205.0
2023,Texas,Harrison,203,48,2.0,48203,8.713881019830028,TX,Harrison County,70895,PM2.5,111.0
2023,Texas,Jefferson,245,48,2.0,48245,9.7521113243762,TX,Jefferson County,251496,PM2.5,122.0
2023,Texas,Tarrant,439,48,1.0,48439,10.228328402366865,TX,Tarrant County,2182947,PM2.5,143.0
2023,Texas,Travis,453,48,1.0,48453,10.04275092936803,TX,Travis County,1334961,PM2.5,122.0
